landmark,info/source_line,location,ltr,note,orientation_in_landmark,sample/original_id,sample/pubmed_id,sample/subject,sample/years_on_art,sample/clone,sample/tissue,sample/tissue_url,sample/disease,sample/genbank,environment,info/replicate,info/replicates,source_name
chr6,25,32925465,5p,,,144,15163705,15163705_144,,,,,,,"in vivo",1,1,NCI-RID
chr6,26,35679211,5p,,R,79,15163705,15163705_79,,,,,,,"in vivo",1,1,NCI-RID
chr6,27,38602606,5p,,F,21,15163705,15163705_21,,,,,,,"in vivo",1,1,NCI-RID
chr6,28,135002474,5p,,F,21,15163705,15163705_21,,,,,,,"in vivo",1,1,NCI-RID
chr6,29,135199432,5p,,F,21,15163705,15163705_21,,,,,,,"in vivo",1,1,NCI-RID
chr6,30,135490595,5p,,R,22,15163705,15163705_22,,,,,,,"in vivo",1,1,NCI-RID
chr7,31,106870884,5p,,F,21,15163705,15163705_21,,,,,,,"in vivo",1,1,NCI-RID
chr8,32,143642718,5p,,F,21,15163705,15163705_21,,,,,,,"in vivo",1,1,NCI-RID
chr9,33,77918967,5p,,R,22,15163705,15163705_22,,,,,,,"in vivo",1,1,NCI-RID
chr9,34,114716416,5p,,,22,15163705,15163705_22,,,,,,,"in vivo",1,1,NCI-RID
chr10,35,110051404,5p,,R,21,15163705,15163705_21,,,,,,,"in vivo",1,1,NCI-RID
chr11,36,9758338,5p,,R,21,15163705,15163705_21,,,,,,,"in vivo",1,1,NCI-RID
chr11,37,64776189,5p,,F,21,15163705,15163705_21,,,,,,,"in vivo",1,1,NCI-RID
chr11,38,72420518,5p,,R,21,15163705,15163705_21,,,,,,,"in vivo",1,1,NCI-RID
chr12,39,3846564,5p,,R,143,15163705,15163705_143,,,,,,,"in vivo",1,1,NCI-RID
chr12,40,31704569,5p,,R,152,15163705,15163705_152,,,,,,,"in vivo",1,1,NCI-RID
chr12,41,50678443,5p,,R,150,15163705,15163705_150,,,,,,,"in vivo",1,1,NCI-RID
chr12,42,54242854,5p,,R,151,15163705,15163705_151,,,,,,,"in vivo",1,1,NCI-RID
chr12,43,92402186,5p,,,145,15163705,15163705_145,,,,,,,"in vivo",1,1,NCI-RID
chr15,44,59082297,5p,,R,146,15163705,15163705_146,,,,,,,"in vivo",1,1,NCI-RID
chr15,45,68127707,5p,,F,21,15163705,15163705_21,,,,,,,"in vivo",1,1,NCI-RID
chr15,46,85646694,5p,,R,153,15163705,15163705_153,,,,,,,"in vivo",1,1,NCI-RID
chr16,47,29670198,5p,,F,153,15163705,15163705_153,,,,,,,"in vivo",1,1,NCI-RID
chr16,48,29713181,5p,,,21,15163705,15163705_21,,,,,,,"in vivo",1,1,NCI-RID
chr16,49,29798248,5p,,R,21,15163705,15163705_21,,,,,,,"in vivo",1,1,NCI-RID
chr16,50,57231603,5p,,F,21,15163705,15163705_21,,,,,,,"in vivo",1,1,NCI-RID
chr16,51,68146048,5p,,F,79,15163705,15163705_79,,,,,,,"in vivo",1,1,NCI-RID
chr17,52,2325366,5p,,F,21,15163705,15163705_21,,,,,,,"in vivo",1,1,NCI-RID
chr17,53,16158894,5p,,F,21,15163705,15163705_21,,,,,,,"in vivo",1,1,NCI-RID
chr17,54,19946759,5p,,R,21,15163705,15163705_21,,,,,,,"in vivo",1,1,NCI-RID
chr17,55,40407069,5p,,R,150,15163705,15163705_150,,,,,,,"in vivo",1,1,NCI-RID
chr17,56,43650164,5p,,R,103,15163705,15163705_103,,,,,,,"in vivo",1,1,NCI-RID
chr17,57,75336450,5p,,F,21,15163705,15163705_21,,,,,,,"in vivo",1,1,NCI-RID
chr17,58,76219142,5p,,F,21,15163705,15163705_21,,,,,,,"in vivo",1,1,NCI-RID
chr17,59,76345750,5p,,F,153,15163705,15163705_153,,,,,,,"in vivo",1,1,NCI-RID
chr17,60,77922661,5p,,,153,15163705,15163705_153,,,,,,,"in vivo",1,1,NCI-RID
chr17,61,81874797,5p,,,21,15163705,15163705_21,,,,,,,"in vivo",1,1,NCI-RID
chr17,62,82771279,5p,,R,20,15163705,15163705_20,,,,,,,"in vivo",1,1,NCI-RID
chr19,63,10182032,5p,,R,99,15163705,15163705_99,,,,,,,"in vivo",1,1,NCI-RID
chr19,64,10337529,5p,,R,21,15163705,15163705_21,,,,,,,"in vivo",1,1,NCI-RID
chr19,65,17829030,5p,,F,21,15163705,15163705_21,,,,,,,"in vivo",1,1,NCI-RID
chr19,66,34352341,5p,,F,22,15163705,15163705_22,,,,,,,"in vivo",1,1,NCI-RID
chr19,67,35706429,5p,,,21,15163705,15163705_21,,,,,,,"in vivo",1,1,NCI-RID
chr19,68,49996967,5p,,F,152,15163705,15163705_152,,,,,,,"in vivo",1,1,NCI-RID
chr19,69,56576135,5p,,R,21,15163705,15163705_21,,,,,,,"in vivo",1,1,NCI-RID
chr20,70,50921907,5p,,F,153,15163705,15163705_153,,,,,,,"in vivo",1,1,NCI-RID
chr22,71,20930725,5p,,F,22,15163705,15163705_22,,,,,,,"in vivo",1,1,NCI-RID
chr22,72,37195187,5p,,,153,15163705,15163705_153,,,,,,,"in vivo",1,1,NCI-RID
chr22,73,37862261,5p,,R,21,15163705,15163705_21,,,,,,,"in vivo",1,1,NCI-RID
chr22,74,50541464,5p,,,22,15163705,15163705_22,,,,,,,"in vivo",1,1,NCI-RID
chrX,75,43081806,5p,,,22,15163705,15163705_22,,,,,,,"in vivo",1,1,NCI-RID
chrX,76,119809929,5p,,R,AB256049.1,17262715,17262715_Pt.1,,,,,,AB256049,"in vivo",1,1,NCI-RID
chr6,77,90041406,5p,,R,AB256050.1,17262715,17262715_Pt.1,,,,,,AB256050,"in vivo",1,1,NCI-RID
chr20,78,34470911,5p,,F,AB256051.1,17262715,17262715_Pt.1,,,,,,AB256051,"in vivo",1,1,NCI-RID
chr6,79,90041406,5p,,R,AB256052.1,17262715,17262715_Pt.1,,,,,,AB256052,"in vivo",1,1,NCI-RID
chr6,80,90044439,5p,,R,AB256053.1,17262715,17262715_Pt.1,,,,,,AB256053,"in vivo",1,1,NCI-RID
chr9,81,99927035,5p,,R,AB256054.1,17262715,17262715_Pt.1,,,,,,AB256054,"in vivo",1,1,NCI-RID
chr8,82,63191659,5p,,F,AB256055.1,17262715,17262715_Pt.1,,,,,,AB256055,"in vivo",1,1,NCI-RID
chrX,83,119809929,5p,,R,AB256056.1,17262715,17262715_Pt.1,,,,,,AB256056,"in vivo",1,1,NCI-RID
chr6,84,90041406,5p,,R,AB256057.1,17262715,17262715_Pt.1,,,,,,AB256057,"in vivo",1,1,NCI-RID
chr19,85,20109840,5p,,F,AB256058.1,17262715,17262715_Pt.1,,,,,,AB256058,"in vivo",1,1,NCI-RID
chr16,86,14231546,5p,,F,AB256059.1,17262715,17262715_Pt.1,,,,,,AB256059,"in vivo",1,1,NCI-RID
chr2,87,234451253,5p,,R,AB256060.1,17262715,17262715_Pt.1,,,,,,AB256060,"in vivo",1,1,NCI-RID
chr16,88,14231546,5p,,F,AB256061.1,17262715,17262715_Pt.1,,,,,,AB256061,"in vivo",1,1,NCI-RID
chr6,89,90042262,5p,,R,AB256062.1,17262715,17262715_Pt.1,,,,,,AB256062,"in vivo",1,1,NCI-RID
chr6,90,90074157,5p,,R,AB256063.1,17262715,17262715_Pt.1,,,,,,AB256063,"in vivo",1,1,NCI-RID
chr7,91,7982384,5p,,F,AB256064.1,17262715,17262715_Pt.1,,,,,,AB256064,"in vivo",1,1,NCI-RID
chr6,92,90051631,5p,,R,AB256066.1,17262715,17262715_Pt.1,,,,,,AB256066,"in vivo",1,1,NCI-RID
chr8,93,17964996,5p,,F,AB256067.1,17262715,17262715_Pt.1,,,,,,AB256067,"in vivo",1,1,NCI-RID
chr11,94,67294387,5p,,R,AB256068.1,17262715,17262715_Pt.1,,,,,,AB256068,"in vivo",1,1,NCI-RID
chr13,95,49745830,5p,,R,AB256069.1,17262715,17262715_Pt.1,,,,,,AB256069,"in vivo",1,1,NCI-RID
chr2,96,132262053,5p,,F,AB256070.1,17262715,17262715_Pt.1,,,,,,AB256070,"in vivo",1,1,NCI-RID
chr7,97,107283915,5p,,R,AB256071.1,17262715,17262715_Pt.1,,,,,,AB256071,"in vivo",1,1,NCI-RID
chr16,98,14231546,5p,,F,AB256072.1,17262715,17262715_Pt.1,,,,,,AB256072,"in vivo",1,1,NCI-RID
chr17,99,42260073,5p,,R,AB256073.1,17262715,17262715_Pt.1,,,,,,AB256073,"in vivo",1,1,NCI-RID
chr11,100,63857811,5p,,R,AB256074.1,17262715,17262715_Pt.1,,,,,,AB256074,"in vivo",1,1,NCI-RID
chr6,101,90015962,5p,,R,AB256075.1,17262715,17262715_Pt.1,,,,,,AB256075,"in vivo",1,1,NCI-RID
chr12,102,117165557,5p,,F,AB256076.1,17262715,17262715_Pt.1,,,,,,AB256076,"in vivo",1,1,NCI-RID
chrX,103,119809929,5p,,R,AB256077.1,17262715,17262715_Pt.1,,,,,,AB256077,"in vivo",1,1,NCI-RID
chr4,104,16192969,5p,,F,AB256078.1,17262715,17262715_Pt.1,,,,,,AB256078,"in vivo",1,1,NCI-RID
chr16,105,29444073,5p,,F,AB256079.1,17262715,17262715_Pt.1,,,,,,AB256079,"in vivo",1,1,NCI-RID
chr16,106,11905524,5p,,F,AB256080.1,17262715,17262715_Pt.1,,,,,,AB256080,"in vivo",1,1,NCI-RID
chr6,107,90053055,5p,,R,AB256081.1,17262715,17262715_Pt.1,,,,,,AB256081,"in vivo",1,1,NCI-RID
chr18,108,2951781,5p,,F,AB256082.1,17262715,17262715_Pt.1,,,,,,AB256082,"in vivo",1,1,NCI-RID
chr16,109,14231546,5p,,F,AB256083.1,17262715,17262715_Pt.1,,,,,,AB256083,"in vivo",1,1,NCI-RID
chr11,110,118222628,5p,,F,AB256084.1,17262715,17262715_Pt.1,,,,,,AB256084,"in vivo",1,1,NCI-RID
chr6,111,90018694,5p,,R,AB256085.1,17262715,17262715_Pt.1,,,,,,AB256085,"in vivo",1,1,NCI-RID
chr1,112,167542951,5p,,F,AB256086.1,17262715,17262715_Pt.1,,,,,,AB256086,"in vivo",1,1,NCI-RID
chr3,113,49388418,5p,,R,AB256087.1,17262715,17262715_Pt.1,,,,,,AB256087,"in vivo",1,1,NCI-RID
chr1,114,15579411,5p,,F,AB256088.1,17262715,17262715_Pt.1,,,,,,AB256088,"in vivo",1,1,NCI-RID
chrX,115,119809929,5p,,R,AB256089.1,17262715,17262715_Pt.1,,,,,,AB256089,"in vivo",1,1,NCI-RID
chr6,116,90042415,5p,,R,AB256090.1,17262715,17262715_Pt.1,,,,,,AB256090,"in vivo",1,1,NCI-RID
chrX,117,119809929,5p,,R,AB256091.1,17262715,17262715_Pt.1,,,,,,AB256091,"in vivo",1,1,NCI-RID
chr11,118,68521159,5p,,R,AB256092.1,17262715,17262715_Pt.1,,,,,,AB256092,"in vivo",1,1,NCI-RID
chr7,119,129632693,5p,,R,AB256093.1,17262715,17262715_Pt.1,,,,,,AB256093,"in vivo",1,1,NCI-RID
chr22,120,42231205,5p,,F,AB256094.1,17262715,17262715_Pt.1,,,,,,AB256094,"in vivo",1,1,NCI-RID
chr6,121,90053271,5p,,R,AB256095.1,17262715,17262715_Pt.1,,,,,,AB256095,"in vivo",1,1,NCI-RID
chr6,122,90041406,5p,,R,AB256096.1,17262715,17262715_Pt.1,,,,,,AB256096,"in vivo",1,1,NCI-RID
chr17,123,76187054,5p,,F,AB256097.1,17262715,17262715_Pt.1,,,,,,AB256097,"in vivo",1,1,NCI-RID
chr17,124,42236991,5p,,R,AB256098.1,17262715,17262715_Pt.1,,,,,,AB256098,"in vivo",1,1,NCI-RID
chr11,125,63541037,5p,,R,AB256099.1,17262715,17262715_Pt.1,,,,,,AB256099,"in vivo",1,1,NCI-RID
chr6,126,90052490,5p,,R,AB256100.1,17262715,17262715_Pt.1,,,,,,AB256100,"in vivo",1,1,NCI-RID
chr6,127,90042262,5p,,R,AB256101.1,17262715,17262715_Pt.1,,,,,,AB256101,"in vivo",1,1,NCI-RID
chrX,128,119809929,5p,,R,AB256102.1,17262715,17262715_Pt.1,,,,,,AB256102,"in vivo",1,1,NCI-RID
chr6,129,90052313,5p,,R,AB256103.1,17262715,17262715_Pt.1,,,,,,AB256103,"in vivo",1,1,NCI-RID
chr11,130,63541037,5p,,R,AB256104.1,17262715,17262715_Pt.1,,,,,,AB256104,"in vivo",1,1,NCI-RID
chr6,131,90042262,5p,,R,AB256105.1,17262715,17262715_Pt.1,,,,,,AB256105,"in vivo",1,1,NCI-RID
chr6,132,90051631,5p,,R,AB256106.1,17262715,17262715_Pt.1,,,,,,AB256106,"in vivo",1,1,NCI-RID
chrX,133,153897000,5p,,R,AB256107.1,17262715,17262715_Pt.1,,,,,,AB256107,"in vivo",1,1,NCI-RID
chr6,134,90047798,5p,,R,AB256108.1,17262715,17262715_Pt.1,,,,,,AB256108,"in vivo",1,1,NCI-RID
chr9,135,136815060,5p,,F,AB256109.1,17262715,17262715_Pt.1,,,,,,AB256109,"in vivo",1,1,NCI-RID
chr16,136,50029524,5p,,R,AB256110.1,17262715,17262715_Pt.1,,,,,,AB256110,"in vivo",1,1,NCI-RID
chr16,137,1317808,5p,,F,AB256111.1,17262715,17262715_Pt.1,,,,,,AB256111,"in vivo",1,1,NCI-RID
chr22,138,43985485,5p,,F,AB256112.1,17262715,17262715_Pt.1,,,,,,AB256112,"in vivo",1,1,NCI-RID
chr17,139,37458146,5p,,R,AB256113.1,17262715,17262715_Pt.1,,,,,,AB256113,"in vivo",1,1,NCI-RID
chr6,140,44124250,5p,,F,AB256114.1,17262715,17262715_Pt.1,,,,,,AB256114,"in vivo",1,1,NCI-RID
chr6,141,90042262,5p,,R,AB256115.1,17262715,17262715_Pt.1,,,,,,AB256115,"in vivo",1,1,NCI-RID
chr11,142,72359183,5p,,R,AB256116.1,17262715,17262715_Pt.1,,,,,,AB256116,"in vivo",1,1,NCI-RID
chr13,143,99319635,5p,,R,AB256117.1,17262715,17262715_Pt.1,,,,,,AB256117,"in vivo",1,1,NCI-RID
chr17,144,4358219,5p,,R,AB256118.1,17262715,17262715_Pt.1,,,,,,AB256118,"in vivo",1,1,NCI-RID
chr15,145,77355940,5p,,F,AB256119.1,17262715,17262715_Pt.1,,,,,,AB256119,"in vivo",1,1,NCI-RID
chr11,146,63568389,5p,,F,AB256120.1,17262715,17262715_Pt.1,,,,,,AB256120,"in vivo",1,1,NCI-RID
chr6,147,90017989,5p,,R,AB256121.1,17262715,17262715_Pt.1,,,,,,AB256121,"in vivo",1,1,NCI-RID
chr6,148,90051624,5p,,R,AB256122.1,17262715,17262715_Pt.1,,,,,,AB256122,"in vivo",1,1,NCI-RID
chr6,149,90041473,5p,,R,AB256123.1,17262715,17262715_Pt.1,,,,,,AB256123,"in vivo",1,1,NCI-RID
chr7,150,54748592,5p,,R,AB256124.1,17262715,17262715_Pt.1,,,,,,AB256124,"in vivo",1,1,NCI-RID
chr6,151,90021462,5p,,R,AB256126.1,17262715,17262715_Pt.1,,,,,,AB256126,"in vivo",1,1,NCI-RID
chr16,152,28152945,5p,,F,AB256127.1,17262715,17262715_Pt.1,,,,,,AB256127,"in vivo",1,1,NCI-RID
chr6,153,90017911,5p,,R,AB256128.1,17262715,17262715_Pt.1,,,,,,AB256128,"in vivo",1,1,NCI-RID
chr9,154,131507178,5p,,R,AB256129.1,17262715,17262715_Pt.1,,,,,,AB256129,"in vivo",1,1,NCI-RID
chr22,155,37615237,5p,,R,AB256130.1,17262715,17262715_Pt.1,,,,,,AB256130,"in vivo",1,1,NCI-RID
chr6,156,90017989,5p,,R,AB256131.1,17262715,17262715_Pt.1,,,,,,AB256131,"in vivo",1,1,NCI-RID
chr10,157,46201548,5p,,R,AB256132.1,17262715,17262715_Pt.1,,,,,,AB256132,"in vivo",1,1,NCI-RID
chr16,158,66815655,5p,,F,AB256133.1,17262715,17262715_Pt.1,,,,,,AB256133,"in vivo",1,1,NCI-RID
chr16,159,25076940,5p,,F,AB256134.1,17262715,17262715_Pt.1,,,,,,AB256134,"in vivo",1,1,NCI-RID
chr6,160,90015368,5p,,R,AB256135.1,17262715,17262715_Pt.1,,,,,,AB256135,"in vivo",1,1,NCI-RID
chr18,161,70170685,5p,,R,AB256136.1,17262715,17262715_Pt.1,,,,,,AB256136,"in vivo",1,1,NCI-RID
chr10,162,103977334,5p,,R,AB256137.1,17262715,17262715_Pt.1,,,,,,AB256137,"in vivo",1,1,NCI-RID
chr6,163,90017989,5p,,R,AB256138.1,17262715,17262715_Pt.1,,,,,,AB256138,"in vivo",1,1,NCI-RID
chr17,164,8168037,5p,,R,AB256139.1,17262715,17262715_Pt.1,,,,,,AB256139,"in vivo",1,1,NCI-RID
chr7,165,6132641,5p,,F,AB256140.1,17262715,17262715_Pt.1,,,,,,AB256140,"in vivo",1,1,NCI-RID
chr12,166,57515446,5p,,F,AB256141.1,17262715,17262715_Pt.1,,,,,,AB256141,"in vivo",1,1,NCI-RID
chr6,167,26142517,5p,,R,AB256142.1,17262715,17262715_Pt.1,,,,,,AB256142,"in vivo",1,1,NCI-RID
chr1,168,26465533,5p,,F,AB256143.1,17262715,17262715_Pt.1,,,,,,AB256143,"in vivo",1,1,NCI-RID
chr6,169,90023207,5p,,R,AB256144.1,17262715,17262715_Pt.1,,,,,,AB256144,"in vivo",1,1,NCI-RID
chr6,170,90041324,5p,,R,AB256145.1,17262715,17262715_Pt.1,,,,,,AB256145,"in vivo",1,1,NCI-RID
chr19,171,40293506,5p,,F,AB256147.1,17262715,17262715_Pt.1,,,,,,AB256147,"in vivo",1,1,NCI-RID
chr2,172,24727125,5p,,R,AB256148.1,17262715,17262715_Pt.1,,,,,,AB256148,"in vivo",1,1,NCI-RID
chr6,173,90021693,5p,,R,AB256149.1,17262715,17262715_Pt.1,,,,,,AB256149,"in vivo",1,1,NCI-RID
chr1,174,44914117,5p,,F,AB256150.1,17262715,17262715_Pt.1,,,,,,AB256150,"in vivo",1,1,NCI-RID
chr11,175,64365074,5p,,R,AB256151.1,17262715,17262715_Pt.1,,,,,,AB256151,"in vivo",1,1,NCI-RID
chr15,176,92975442,5p,,R,AB256152.1,17262715,17262715_Pt.1,,,,,,AB256152,"in vivo",1,1,NCI-RID
chr6,177,144523685,5p,,R,AB256153.1,17262715,17262715_Pt.1,,,,,,AB256153,"in vivo",1,1,NCI-RID
chr3,178,71020469,5p,,R,AB256154.1,17262715,17262715_Pt.1,,,,,,AB256154,"in vivo",1,1,NCI-RID
chr1,179,146193268,5p,,F,AB256155.1,17262715,17262715_Pt.1,,,,,,AB256155,"in vivo",1,1,NCI-RID
chr11,180,62816700,5p,,F,AB256156.1,17262715,17262715_Pt.1,,,,,,AB256156,"in vivo",1,1,NCI-RID
chr6,181,90021516,5p,,R,AB256157.1,17262715,17262715_Pt.1,,,,,,AB256157,"in vivo",1,1,NCI-RID
chr1,182,22075499,5p,,F,AB256158.1,17262715,17262715_Pt.1,,,,,,AB256158,"in vivo",1,1,NCI-RID
chr14,183,76189706,5p,,R,AB256159.1,17262715,17262715_Pt.1,,,,,,AB256159,"in vivo",1,1,NCI-RID
chr6,184,90023207,5p,,R,AB256160.1,17262715,17262715_Pt.1,,,,,,AB256160,"in vivo",1,1,NCI-RID
chr16,185,18881821,5p,,F,AB256161.1,17262715,17262715_Pt.1,,,,,,AB256161,"in vivo",1,1,NCI-RID
chr6,186,90023163,5p,,R,AB256162.1,17262715,17262715_Pt.1,,,,,,AB256162,"in vivo",1,1,NCI-RID
chr16,187,18881821,5p,,F,AB256163.1,17262715,17262715_Pt.1,,,,,,AB256163,"in vivo",1,1,NCI-RID
chr16,188,18881821,5p,,F,AB256164.1,17262715,17262715_Pt.1,,,,,,AB256164,"in vivo",1,1,NCI-RID
chr16,189,18881821,5p,,F,AB256165.1,17262715,17262715_Pt.1,,,,,,AB256165,"in vivo",1,1,NCI-RID
chr6,190,90042415,5p,,R,AB256166.1,17262715,17262715_Pt.1,,,,,,AB256166,"in vivo",1,1,NCI-RID
chr6,191,32902690,5p,,R,AB256167.1,17262715,17262715_Pt.1,,,,,,AB256167,"in vivo",1,1,NCI-RID
chr15,192,74933589,5p,,R,AB256168.1,17262715,17262715_Pt.1,,,,,,AB256168,"in vivo",1,1,NCI-RID
chr2,193,32462072,5p,,R,AB256169.1,17262715,17262715_Pt.1,,,,,,AB256169,"in vivo",1,1,NCI-RID
chr19,194,10354602,5p,,F,AB256170.1,17262715,17262715_Pt.1,,,,,,AB256170,"in vivo",1,1,NCI-RID
chr16,195,18881821,5p,,F,AB256171.1,17262715,17262715_Pt.1,,,,,,AB256171,"in vivo",1,1,NCI-RID
chr6,196,90036333,5p,,R,AB256172.1,17262715,17262715_Pt.1,,,,,,AB256172,"in vivo",1,1,NCI-RID
chr16,197,87991315,5p,,R,AB256173.1,17262715,17262715_Pt.1,,,,,,AB256173,"in vivo",1,1,NCI-RID
chr17,198,64616865,5p,,F,AB256174.1,17262715,17262715_Pt.1,,,,,,AB256174,"in vivo",1,1,NCI-RID
chr6,199,90052490,5p,,R,AB256175.1,17262715,17262715_Pt.1,,,,,,AB256175,"in vivo",1,1,NCI-RID
chr19,200,10357726,5p,,F,AB256176.1,17262715,17262715_Pt.1,,,,,,AB256176,"in vivo",1,1,NCI-RID
chr6,201,90042262,5p,,R,AB256177.1,17262715,17262715_Pt.1,,,,,,AB256177,"in vivo",1,1,NCI-RID
chr19,202,47197921,5p,,F,AB256178.1,17262715,17262715_Pt.1,,,,,,AB256178,"in vivo",1,1,NCI-RID
chr5,203,137980093,5p,,R,AB256179.1,17262715,17262715_Pt.1,,,,,,AB256179,"in vivo",1,1,NCI-RID
chr6,204,90050762,5p,,R,AB256180.1,17262715,17262715_Pt.1,,,,,,AB256180,"in vivo",1,1,NCI-RID
chr16,205,18881821,5p,,F,AB256181.1,17262715,17262715_Pt.1,,,,,,AB256181,"in vivo",1,1,NCI-RID
chr6,206,90047087,5p,,R,AB256182.1,17262715,17262715_Pt.1,,,,,,AB256182,"in vivo",1,1,NCI-RID
chr11,207,63541037,5p,,R,AB256183.1,17262715,17262715_Pt.1,,,,,,AB256183,"in vivo",1,1,NCI-RID
chr3,208,47625748,5p,,F,AB256184.1,17262715,17262715_Pt.1,,,,,,AB256184,"in vivo",1,1,NCI-RID
chr6,209,90042262,5p,,R,AB256185.1,17262715,17262715_Pt.1,,,,,,AB256185,"in vivo",1,1,NCI-RID
chr6,210,90041582,5p,,R,AB256186.1,17262715,17262715_Pt.1,,,,,,AB256186,"in vivo",1,1,NCI-RID
chr7,211,129632693,5p,,R,AB256187.1,17262715,17262715_Pt.1,,,,,,AB256187,"in vivo",1,1,NCI-RID
chr6,212,90042262,5p,,R,AB256188.1,17262715,17262715_Pt.1,,,,,,AB256188,"in vivo",1,1,NCI-RID
chr6,213,90052490,5p,,R,AB256189.1,17262715,17262715_Pt.1,,,,,,AB256189,"in vivo",1,1,NCI-RID
chr6,214,90042415,5p,,R,AB256190.1,17262715,17262715_Pt.1,,,,,,AB256190,"in vivo",1,1,NCI-RID
chrX,215,119809929,5p,,R,AB256191.1,17262715,17262715_Pt.1,,,,,,AB256191,"in vivo",1,1,NCI-RID
chr16,216,18881821,5p,,F,AB256192.1,17262715,17262715_Pt.1,,,,,,AB256192,"in vivo",1,1,NCI-RID
chr6,217,90041582,5p,,R,AB256193.1,17262715,17262715_Pt.1,,,,,,AB256193,"in vivo",1,1,NCI-RID
chr16,218,18881821,5p,,F,AB256194.1,17262715,17262715_Pt.1,,,,,,AB256194,"in vivo",1,1,NCI-RID
chr1,219,155450267,5p,,F,AB256195.1,17262715,17262715_Pt.1,,,,,,AB256195,"in vivo",1,1,NCI-RID
chr8,220,70400318,5p,,R,AB256196.1,17262715,17262715_Pt.1,,,,,,AB256196,"in vivo",1,1,NCI-RID
chr12,221,19577882,5p,,R,AB256197.1,17262715,17262715_Pt.1,,,,,,AB256197,"in vivo",1,1,NCI-RID
chr4,222,145122978,5p,,F,AB256198.1,17262715,17262715_Pt.1,,,,,,AB256198,"in vivo",1,1,NCI-RID
chr11,223,6616071,5p,,R,AB256199.1,17262715,17262715_Pt.1,,,,,,AB256199,"in vivo",1,1,NCI-RID
chrX,224,153897000,5p,,R,AB256200.1,17262715,17262715_Pt.1,,,,,,AB256200,"in vivo",1,1,NCI-RID
chr7,225,44629217,5p,,R,AB256201.1,17262715,17262715_Pt.1,,,,,,AB256201,"in vivo",1,1,NCI-RID
chr6,226,90017911,5p,,R,AB256202.1,17262715,17262715_Pt.1,,,,,,AB256202,"in vivo",1,1,NCI-RID
chr17,227,46687538,5p,,F,AB256203.1,17262715,17262715_Pt.1,,,,,,AB256203,"in vivo",1,1,NCI-RID
chr22,228,50550192,5p,,F,AB256204.1,17262715,17262715_Pt.1,,,,,,AB256204,"in vivo",1,1,NCI-RID
chrX,229,119809929,5p,,R,AB256205.1,17262715,17262715_Pt.1,,,,,,AB256205,"in vivo",1,1,NCI-RID
chr16,230,18881821,5p,,F,AB256206.1,17262715,17262715_Pt.1,,,,,,AB256206,"in vivo",1,1,NCI-RID
chr16,231,67593104,5p,,R,AB256207.1,17262715,17262715_Pt.1,,,,,,AB256207,"in vivo",1,1,NCI-RID
